Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag","Chlamydia trachomatis infection, Cum 2018†","Chlamydia trachomatis infection, Cum 2018†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chancroid, Cum 2018†","Chancroid, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MINNESOTA,2019,46,,-,0,,,-,,NN,15,,560,,20682,,20982,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194623
MISSOURI,2019,46,,-,0,,,-,,NN,359,,790,,30398,,30949,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194624
NEBRASKA,2019,46,,-,0,,,-,,NN,60,,238,,7887,,7182,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20194625
NORTH DAKOTA,2019,46,,-,0,,,-,,NN,1,,98,,3174,,3149,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194626
SOUTH DAKOTA,2019,46,,-,0,,,-,,NN,45,,109,,3909,,3956,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194627
SOUTH ATLANTIC,2019,46,,-,0,,,-,,NN,2662,,8300,,298785,,327529,,,-,0,,,-,1,,,SOUTH ATLANTIC,20194628
DELAWARE,2019,46,,-,0,,,-,,NN,,-,203,,5180,,5316,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194629
DISTRICT OF COLUMBIA,2019,46,,-,0,,,-,,NN,36,,216,,7901,,8077,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194630
FLORIDA,2019,46,,-,0,,,-,,NN,1295,,2495,,96463,,92436,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20194631
GEORGIA,2019,46,,-,0,,,-,,NN,486,,1670,,57220,,58969,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194632
MARYLAND,2019,46,,-,0,,,-,,NN,59,,821,,30667,,31654,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194633
NORTH CAROLINA,2019,46,,-,0,,,-,,NN,,-,1505,,42499,,59369,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194634
SOUTH CAROLINA,2019,46,,-,0,,,-,,NN,,-,979,,13507,,30084,,,-,0,,,-,1,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194635
VIRGINIA,2019,46,,-,0,,,-,,NN,786,,1104,,40851,,38442,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194636
WEST VIRGINIA,2019,46,,-,0,,,-,,NN,,-,354,,4497,,3182,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194637
EAST SOUTH CENTRAL,2019,46,,-,0,,,-,,NN,200,,5951,,93752,,90862,,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20194638
ALABAMA,2019,46,,-,0,,,-,,NN,,-,973,,26947,,24619,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194639
KENTUCKY,2019,46,,-,0,,,-,,NN,,-,4788,,13129,,12458,,,-,1,,2,,,-,"KENTUCKY
(37.526683, -85.290484)",,20194640
MISSISSIPPI,2019,46,,-,0,,,-,,NN,30,,598,,22098,,19764,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194641
TENNESSEE,2019,46,,-,0,,,-,,NN,170,,952,,31578,,34021,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194642
WEST SOUTH CENTRAL,2019,46,,-,0,,,-,,NN,50,,4383,,92066,,201690,,,-,0,,,-,1,,,WEST SOUTH CENTRAL,20194643
ARKANSAS,2019,46,,-,0,,,-,,NN,,-,417,,8657,,15782,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194644
LOUISIANA,2019,46,,-,0,,,-,,NN,,-,876,,29648,,32836,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194645
OKLAHOMA,2019,46,,-,0,,,-,,NN,28,,462,,14765,,19724,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194646
TEXAS,2019,46,,-,0,,,-,,NN,22,,2888,,38996,,133348,,,-,0,,,-,1,,"TEXAS
(31.447238, -99.317341)",,20194647
MOUNTAIN,2019,46,,-,6,,78,,,NN,772,,2931,,109792,,111950,,,-,1,,1,,,-,,MOUNTAIN,20194648
ARIZONA,2019,46,,-,5,,63,,,NN,396,,953,,36807,,36422,,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20194649
COLORADO,2019,46,,-,0,,,-,,NN,,-,1076,,25976,,25941,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194650
IDAHO,2019,46,,-,0,,,-,,NN,,-,170,,5762,,5764,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194651
MONTANA,2019,46,,-,0,,,-,,NN,58,,121,,4183,,4338,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194652
NEVADA,2019,46,,-,1,,5,,,NN,161,,372,,13967,,15687,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194653
NEW MEXICO,2019,46,,-,0,,,-,,NN,,-,331,,11658,,12486,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194654
UTAH,2019,46,,-,2,,10,,,NN,130,,274,,9716,,9396,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20194655
WYOMING,2019,46,,-,0,,,-,,NN,27,,58,,1723,,1916,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194656
PACIFIC,2019,46,,-,1,,5,,,NN,858,,6399,,246517,,267597,,,-,1,,1,,1,,,PACIFIC,20194657
ALASKA,2019,46,,-,0,,,-,,NN,,-,152,,4700,,5462,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20194658
CALIFORNIA,2019,46,,-,0,,,-,,NN,337,,5244,,202549,,207061,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20194659
HAWAII,2019,46,,-,1,,5,,,NN,,-,181,,,-,6877,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194660
OREGON,2019,46,,-,0,,,-,,NN,163,,485,,16783,,16953,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194661
WASHINGTON,2019,46,,-,0,,,-,,NN,358,,771,,22485,,31244,,,-,1,,1,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194662
US TERRITORIES,2019,46,,-,0,,,-,,NN,,-,304,,3636,,5656,,,-,0,,,-,,-,,US TERRITORIES,20194663
AMERICAN SAMOA,2019,46,,-,0,,,-,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20194664
NORTHERN MARIANA ISLANDS,2019,46,,-,0,,,-,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194665
GUAM,2019,46,,-,0,,,-,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194666
PUERTO RICO,2019,46,,-,0,,,-,,NN,,-,304,,3636,,5379,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194667
U.S. VIRGIN ISLANDS,2019,46,,-,0,,,-,,NN,,-,0,,,-,277,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194668
NON-US RESIDENTS,2019,46,,-,,NC,,-,,NN,,-,,NC,4,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194669
TOTAL,2019,46,,-,12,,211,,,NN,10024,,36518,,1368392,,1568620,,,-,1,,6,,3,,,TOTAL,20194670
US RESIDENTS,2019,47,,-,11,,213,,,NN,12886,,36388,,1409446,,1587554,,1,,1,,7,,3,,,US RESIDENTS,20194701
NEW ENGLAND,2019,47,,-,0,,,-,,NN,149,,1381,,40343,,54223,,,-,1,,2,,,-,,NEW ENGLAND,20194702
CONNECTICUT,2019,47,,-,0,,,-,,NN,,-,339,,,-,13416,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194703
MAINE,2019,47,,-,0,,,-,,NN,67,,126,,3421,,3935,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194704
MASSACHUSETTS,2019,47,,-,0,,,-,,NN,2,,723,,28166,,27444,,,-,1,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20194705
NEW HAMPSHIRE,2019,47,,-,0,,,-,,NN,60,,124,,3254,,3375,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194706
RHODE ISLAND,2019,47,,-,0,,,-,,NN,,-,529,,4572,,4526,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194707
VERMONT,2019,47,,-,0,,,-,,NN,20,,46,,930,,1527,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194708
MIDDLE ATLANTIC,2019,47,,-,0,,,-,,NN,3532,,4820,,199787,,195619,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194709
NEW JERSEY,2019,47,,-,0,,,-,,NN,451,,940,,33933,,33007,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194710
NEW YORK,2019,47,,-,0,,,-,,NN,1033,,1082,,42736,,43069,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194711
NEW YORK CITY,2019,47,,-,0,,,-,,NN,1023,,1677,,68636,,65767,,,-,0,,,-,,-,,NEW YORK CITY,20194712
PENNSYLVANIA,2019,47,,-,0,,,-,,NN,1025,,1379,,54482,,53776,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194713
EAST NORTH CENTRAL,2019,47,,-,7,,127,,,NN,1607,,5661,,209178,,229423,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20194714
ILLINOIS,2019,47,,-,0,,,-,,NN,79,,1676,,51771,,69760,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194715
INDIANA,2019,47,,-,0,,,-,,NN,323,,997,,30653,,31167,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194716
MICHIGAN,2019,47,,-,7,,127,,,NN,115,,1120,,41803,,46090,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20194717
OHIO,2019,47,,-,0,,,-,,NN,745,,1502,,58861,,57061,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20194718
WISCONSIN,2019,47,,-,0,,,-,,NN,345,,687,,26090,,25345,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194719
WEST NORTH CENTRAL,2019,47,,-,0,,,-,,NN,480,,2252,,86487,,93496,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20194720
IOWA,2019,47,,-,0,,,-,,NN,40,,361,,11652,,13314,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194721
KANSAS,2019,47,,-,0,,,-,,NN,,-,329,,7605,,12889,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194722
MINNESOTA,2019,47,,-,0,,,-,,NN,20,,561,,21211,,21347,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194723
MISSOURI,2019,47,,-,0,,,-,,NN,395,,790,,31035,,31431,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194724
NEBRASKA,2019,47,,-,0,,,-,,NN,,-,238,,7882,,7298,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20194725
NORTH DAKOTA,2019,47,,-,0,,,-,,NN,,-,98,,3175,,3207,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194726
SOUTH DAKOTA,2019,47,,-,0,,,-,,NN,25,,109,,3927,,4010,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194727
SOUTH ATLANTIC,2019,47,,-,0,,,-,,NN,3097,,8302,,317066,,332708,,1,,0,,1,,1,,,SOUTH ATLANTIC,20194728
DELAWARE,2019,47,,-,0,,,-,,NN,,-,203,,5180,,5434,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194729
DISTRICT OF COLUMBIA,2019,47,,-,0,,,-,,NN,19,,216,,8073,,8178,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194730
FLORIDA,2019,47,,-,0,,,-,,NN,1585,,2495,,98904,,93752,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20194731
GEORGIA,2019,47,,-,0,,,-,,NN,445,,1670,,58564,,59825,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194732
MARYLAND,2019,47,,-,0,,,-,,NN,82,,822,,31607,,32147,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194733
NORTH CAROLINA,2019,47,,-,0,,,-,,NN,,-,1512,,54918,,60336,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194734
SOUTH CAROLINA,2019,47,,-,0,,,-,,NN,,-,979,,13507,,30720,,,-,0,,,-,1,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194735
VIRGINIA,2019,47,,-,0,,,-,,NN,966,,1104,,41816,,39096,,1,,0,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",,20194736
WEST VIRGINIA,2019,47,,-,0,,,-,,NN,,-,354,,4497,,3220,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194737
EAST SOUTH CENTRAL,2019,47,,-,0,,,-,,NN,508,,5951,,98563,,92327,,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20194738
ALABAMA,2019,47,,-,0,,,-,,NN,,-,973,,26947,,25044,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194739
KENTUCKY,2019,47,,-,0,,,-,,NN,,-,4788,,16920,,12748,,,-,1,,2,,,-,"KENTUCKY
(37.526683, -85.290484)",,20194740
MISSISSIPPI,2019,47,,-,0,,,-,,NN,161,,600,,22771,,20071,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194741
TENNESSEE,2019,47,,-,0,,,-,,NN,347,,952,,31925,,34464,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194742
WEST SOUTH CENTRAL,2019,47,,-,0,,,-,,NN,43,,4383,,94994,,204392,,,-,0,,,-,1,,,WEST SOUTH CENTRAL,20194743
ARKANSAS,2019,47,,-,0,,,-,,NN,,-,413,,8789,,15989,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194744
LOUISIANA,2019,47,,-,0,,,-,,NN,4,,876,,31427,,33314,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194745
OKLAHOMA,2019,47,,-,0,,,-,,NN,,-,462,,14765,,20001,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194746
TEXAS,2019,47,,-,0,,,-,,NN,39,,2888,,40013,,135088,,,-,0,,,-,1,,"TEXAS
(31.447238, -99.317341)",,20194747
MOUNTAIN,2019,47,,-,5,,81,,,NN,962,,2931,,112420,,113584,,,-,1,,1,,,-,,MOUNTAIN,20194748
ARIZONA,2019,47,,-,5,,67,,,NN,390,,953,,37683,,36977,,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20194749
COLORADO,2019,47,,-,0,,,-,,NN,,-,1076,,26426,,26264,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194750
IDAHO,2019,47,,-,0,,,-,,NN,103,,170,,6057,,5852,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194751
MONTANA,2019,47,,-,0,,,-,,NN,78,,121,,4289,,4423,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194752
NEVADA,2019,47,,-,1,,5,,,NN,200,,372,,14290,,15893,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194753
NEW MEXICO,2019,47,,-,0,,,-,,NN,33,,330,,11990,,12688,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194754
UTAH,2019,47,,-,2,,9,,,NN,158,,274,,9962,,9531,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20194755
WYOMING,2019,47,,-,0,,,-,,NN,,-,58,,1723,,1956,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194756
PACIFIC,2019,47,,-,1,,5,,,NN,2508,,6399,,250608,,271782,,,-,1,,1,,1,,,PACIFIC,20194757
ALASKA,2019,47,,-,0,,,-,,NN,,-,152,,4700,,5554,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20194758
CALIFORNIA,2019,47,,-,0,,,-,,NN,1721,,5244,,205733,,210240,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20194759
HAWAII,2019,47,,-,1,,5,,,NN,,-,181,,,-,6993,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194760
OREGON,2019,47,,-,0,,,-,,NN,303,,485,,17206,,17272,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194761
WASHINGTON,2019,47,,-,0,,,-,,NN,484,,771,,22969,,31723,,,-,1,,1,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194762
US TERRITORIES,2019,47,,-,0,,,-,,NN,,-,304,,3636,,5736,,,-,0,,,-,,-,,US TERRITORIES,20194763
AMERICAN SAMOA,2019,47,,-,0,,,-,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20194764
NORTHERN MARIANA ISLANDS,2019,47,,-,0,,,-,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194765
GUAM,2019,47,,-,0,,,-,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194766
PUERTO RICO,2019,47,,-,0,,,-,,NN,,-,304,,3636,,5459,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194767
U.S. VIRGIN ISLANDS,2019,47,,-,0,,,-,,NN,,-,0,,,-,277,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194768
NON-US RESIDENTS,2019,47,,-,,NC,,-,,NN,,-,,NC,4,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194769
TOTAL,2019,47,,-,11,,213,,,NN,12886,,36518,,1413086,,1593290,,1,,1,,7,,3,,,TOTAL,20194770
US RESIDENTS,2019,48,2,,12,,224,,,NN,8274,,36388,,1439004,,1623112,,,-,2,,8,,3,,,US RESIDENTS,20194801
NEW ENGLAND,2019,48,,-,0,,,-,,NN,105,,1381,,40465,,55604,,,-,1,,2,,,-,,NEW ENGLAND,20194802
CONNECTICUT,2019,48,,-,0,,,-,,NN,,-,339,,,-,13747,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194803
MAINE,2019,48,,-,0,,,-,,NN,54,,126,,3491,,4020,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194804
MASSACHUSETTS,2019,48,,-,0,,,-,,NN,,-,723,,28166,,28133,,,-,1,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20194805
NEW HAMPSHIRE,2019,48,,-,0,,,-,,NN,42,,124,,3297,,3453,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194806
RHODE ISLAND,2019,48,,-,0,,,-,,NN,,-,529,,4572,,4684,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194807
VERMONT,2019,48,,-,0,,,-,,NN,9,,46,,939,,1567,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194808
MIDDLE ATLANTIC,2019,48,,-,0,,,-,,NN,2424,,4820,,203867,,200033,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194809
NEW JERSEY,2019,48,,-,0,,,-,,NN,346,,940,,35203,,33838,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194810
NEW YORK,2019,48,,-,0,,,-,,NN,670,,1082,,43379,,43998,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194811
NEW YORK CITY,2019,48,,-,0,,,-,,NN,702,,1677,,69869,,67262,,,-,0,,,-,,-,,NEW YORK CITY,20194812
PENNSYLVANIA,2019,48,,-,0,,,-,,NN,706,,1379,,55416,,54935,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194813
EAST NORTH CENTRAL,2019,48,2,,7,,134,,,NN,848,,5661,,213504,,233853,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20194814
ILLINOIS,2019,48,,-,0,,,-,,NN,23,,1676,,53743,,71288,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194815
INDIANA,2019,48,,-,0,,,-,,NN,150,,997,,31053,,31637,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194816
MICHIGAN,2019,48,2,,7,,134,,,NN,52,,1126,,42369,,46672,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20194817
OHIO,2019,48,,-,0,,,-,,NN,394,,1502,,59799,,58380,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20194818
WISCONSIN,2019,48,,-,0,,,-,,NN,229,,687,,26540,,25876,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194819
WEST NORTH CENTRAL,2019,48,,-,0,,,-,,NN,339,,2252,,87921,,95630,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20194820
IOWA,2019,48,,-,0,,,-,,NN,,-,361,,11652,,13618,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194821
KANSAS,2019,48,,-,0,,,-,,NN,,-,329,,7605,,13215,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194822
MINNESOTA,2019,48,,-,0,,,-,,NN,1,,561,,21476,,21881,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194823
MISSOURI,2019,48,,-,0,,,-,,NN,221,,790,,31390,,32089,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194824
NEBRASKA,2019,48,,-,0,,,-,,NN,50,,240,,8293,,7431,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20194825
NORTH DAKOTA,2019,48,,-,0,,,-,,NN,37,,98,,3510,,3285,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194826
SOUTH DAKOTA,2019,48,,-,0,,,-,,NN,30,,109,,3995,,4111,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194827
SOUTH ATLANTIC,2019,48,,-,0,,,-,,NN,2117,,8302,,321200,,340384,,,-,1,,1,,1,,,SOUTH ATLANTIC,20194828
DELAWARE,2019,48,,-,0,,,-,,NN,116,,203,,5463,,5580,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194829
DISTRICT OF COLUMBIA,2019,48,,-,0,,,-,,NN,58,,216,,8319,,8382,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194830
FLORIDA,2019,48,,-,0,,,-,,NN,864,,2495,,100363,,96030,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20194831
GEORGIA,2019,48,,-,0,,,-,,NN,428,,1670,,59615,,61215,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194832
MARYLAND,2019,48,,-,0,,,-,,NN,60,,822,,32111,,32878,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194833
NORTH CAROLINA,2019,48,,-,0,,,-,,NN,,-,1512,,54918,,61768,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194834
SOUTH CAROLINA,2019,48,,-,0,,,-,,NN,,-,979,,13507,,31317,,,-,0,,,-,1,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194835
VIRGINIA,2019,48,,-,0,,,-,,NN,591,,1104,,42407,,39893,,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",,20194836
WEST VIRGINIA,2019,48,,-,0,,,-,,NN,,-,354,,4497,,3321,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194837
EAST SOUTH CENTRAL,2019,48,,-,0,,,-,,NN,540,,5951,,103890,,94763,,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20194838
ALABAMA,2019,48,,-,0,,,-,,NN,406,,973,,28751,,25535,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194839
KENTUCKY,2019,48,,-,0,,,-,,NN,,-,4788,,16920,,13273,,,-,1,,2,,,-,"KENTUCKY
(37.526683, -85.290484)",,20194840
MISSISSIPPI,2019,48,,-,0,,,-,,NN,,-,600,,22771,,20560,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194841
TENNESSEE,2019,48,,-,0,,,-,,NN,134,,952,,35448,,35395,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194842
WEST SOUTH CENTRAL,2019,48,,-,0,,,-,,NN,156,,4383,,96389,,208677,,,-,0,,,-,1,,,WEST SOUTH CENTRAL,20194843
ARKANSAS,2019,48,,-,0,,,-,,NN,,-,413,,8789,,16350,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194844
LOUISIANA,2019,48,,-,0,,,-,,NN,147,,876,,32359,,33942,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194845
OKLAHOMA,2019,48,,-,0,,,-,,NN,,-,462,,14879,,20409,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194846
TEXAS,2019,48,,-,0,,,-,,NN,9,,2888,,40362,,137976,,,-,0,,,-,1,,"TEXAS
(31.447238, -99.317341)",,20194847
MOUNTAIN,2019,48,,-,6,,85,,,NN,959,,2930,,115115,,116288,,,-,1,,1,,,-,,MOUNTAIN,20194848
ARIZONA,2019,48,,-,5,,70,,,NN,277,,953,,38362,,37868,,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20194849
COLORADO,2019,48,,-,0,,,-,,NN,386,,1076,,27595,,26918,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194850
IDAHO,2019,48,,-,0,,,-,,NN,97,,170,,6227,,6020,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194851
