Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2018","Chlamydia trachomatis infection, Cum 2018, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2018","Coccidioidomycosis, Cum 2018, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag",Location 1,Location 2
NEW HAMPSHIRE,2018,13,,-,66,,136,,,-,1733,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2018,13,,-,134,,169,,1432,,1704,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
IDAHO,2018,13,,-,117,,180,,1105,,709,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2018,13,12158,,32503,,35726,,325702,,419341,,174,,260,,466,,3393,,2516,,,
ARIZONA,2018,13,656,,782,,1630,,8348,,7980,,162,,142,,315,,2517,,1379,,"ARIZONA
(34.869712, -111.760902)",
W.S. CENTRAL,2018,13,729,,4134,,5334,,36260,,53862,,,-,0,,3,,7,,2,,,
WYOMING,2018,13,28,,43,,79,,552,,440,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2018,13,577,,598,,838,,6196,,8400,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2018,13,273,,652,,843,,6541,,9202,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2018,13,329,,684,,846,,8309,,8757,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2018,13,62,,90,,129,,910,,1276,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
AMER. SAMOA,2018,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
IOWA,2018,13,,-,259,,338,,2787,,3386,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
GEORGIA,2018,13,499,,1188,,1396,,11247,,16669,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2018,13,,-,542,,954,,3995,,7685,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
C.N.M.I.,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEVADA,2018,13,,-,297,,408,,223,,3994,,,-,3,,10,,6,,36,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2018,13,,-,1358,,1623,,8454,,18028,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2018,13,46,,165,,233,,1695,,2123,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2018,13,,-,633,,1247,,6205,,5543,,1,,0,,2,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
W.N. CENTRAL,2018,13,633,,1891,,2238,,19395,,24589,,2,,2,,6,,28,,22,,,
VIRGIN ISL.,2018,13,,-,10,,21,,,-,149,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
E.S. CENTRAL,2018,13,803,,1944,,2771,,15839,,24617,,,-,0,,1,,,-,1,,,
E.N. CENTRAL,2018,13,965,,4720,,5342,,43132,,61634,,,-,1,,4,,10,,14,,,
MINNESOTA,2018,13,,-,450,,555,,2189,,6017,,2,,1,,5,,21,,13,,"MINNESOTA
(46.357661, -94.793397)",
KENTUCKY,2018,13,,-,349,,464,,1227,,4943,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
PUERTO RICO,2018,13,,-,107,,243,,1276,,1966,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2018,13,,-,69,,114,,,-,1590,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2018,13,,-,19,,41,,,-,547,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MISSISSIPPI,2018,13,530,,437,,738,,4076,,2787,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2018,13,536,,490,,823,,6007,,6528,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2018,13,413,,637,,830,,8294,,7914,,,-,0,,2,,6,,7,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2018,13,177,,971,,1178,,8842,,12655,,,-,0,,2,,6,,7,,"MICHIGAN
(44.66399, -84.711206)",
S. ATLANTIC,2018,13,3285,,6866,,8451,,68684,,84376,,1,,0,,2,,1,,1,,,
UTAH,2018,13,107,,187,,616,,2404,,2630,,,-,0,,4,,,-,14,,"UTAH
(39.359772, -111.584173)",
INDIANA,2018,13,349,,647,,891,,7679,,8351,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2018,13,815,,777,,1605,,9934,,9905,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2018,13,,-,581,,677,,6602,,7039,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2018,13,1098,,2030,,2409,,23615,,23303,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2018,13,705,,595,,2152,,5238,,7931,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2018,13,2,,1222,,1337,,9002,,16060,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2018,13,,-,111,,161,,64,,1393,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
DIST. OF COL.,2018,13,166,,163,,426,,2292,,1959,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
CALIFORNIA,2018,13,253,,4266,,4750,,49371,,54810,,8,,107,,194,,808,,1036,,"CALIFORNIA
(37.640735, -121.002435)",
OHIO,2018,13,439,,1177,,1323,,12921,,15436,,,-,0,,4,,4,,5,,"OHIO
(40.056807, -82.405897)",
MONTANA,2018,13,,-,93,,154,,1194,,1340,,,-,0,,3,,1,,3,,"MONTANA
(47.062617, -109.430168)",
OREGON,2018,13,417,,368,,545,,5038,,4549,,1,,0,,2,,4,,3,,"OREGON
(44.567912, -120.156945)",
MOUNTAIN,2018,13,1395,,2266,,3081,,21815,,26893,,162,,147,,319,,2534,,1436,,,
GUAM,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MOUNTAIN,2018,14,1266,,2267,,3081,,23450,,29250,,158,,148,,320,,2670,,1545,,,
ILLINOIS,2018,14,74,,1358,,1623,,9915,,19365,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
IDAHO,2018,14,,-,117,,180,,1105,,837,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2018,14,48,,321,,405,,3304,,4778,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
W.S. CENTRAL,2018,14,2687,,4115,,5250,,42640,,58176,,,-,0,,3,,8,,2,,,
NEW YORK CITY,2018,14,640,,1418,,1599,,18559,,19681,,,N,0,,0,,,N,,N,,
MASSACHUSETTS,2018,14,,-,581,,677,,6602,,7618,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2018,14,134,,187,,635,,2624,,2819,,,-,1,,4,,,-,19,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2018,14,67,,164,,233,,1863,,2295,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2018,14,843,,777,,1605,,10775,,10673,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2018,14,,-,1222,,1337,,10322,,17301,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2018,14,27,,43,,79,,583,,485,,1,,0,,2,,1,,3,,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2018,14,1304,,5509,,6019,,67315,,76214,,11,,106,,194,,848,,1051,,,
WEST VIRGINIA,2018,14,,-,69,,114,,,-,1695,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2018,14,,-,137,,643,,,-,3582,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2018,14,153,,98,,243,,1520,,2158,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2018,14,255,,676,,844,,8793,,9878,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2018,14,451,,648,,891,,8377,,9000,,,N,0,,3,,,N,,N,"INDIANA
(39.76845, -86.156212)",
DIST. OF COL.,2018,14,119,,163,,426,,2419,,2102,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
LOUISIANA,2018,14,,-,670,,1379,,8084,,8431,,,-,0,,2,,5,,1,,"LOUISIANA
(31.2931, -92.463284)",
MID. ATLANTIC,2018,14,2708,,4080,,4510,,54020,,62187,,,-,0,,0,,,-,,-,,
GUAM,2018,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2018,14,71,,92,,542,,747,,637,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UNITED STATES,2018,14,14268,,32534,,35757,,360310,,451611,,169,,261,,467,,3567,,2638,,,
GEORGIA,2018,14,,-,1231,,1416,,11247,,17869,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2018,14,868,,1092,,1275,,14697,,22112,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2018,14,414,,492,,827,,6456,,7118,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
KANSAS,2018,14,132,,265,,314,,3345,,3565,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
OREGON,2018,14,370,,372,,545,,5408,,4880,,,-,0,,2,,5,,4,,"OREGON
(44.567912, -120.156945)",
S. ATLANTIC,2018,14,3079,,6864,,8487,,74370,,90824,,,-,0,,2,,1,,1,,,
AMER. SAMOA,2018,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
ARKANSAS,2018,14,284,,227,,944,,387,,3290,,,-,0,,2,,3,,1,,"ARKANSAS
(34.748745, -92.275105)",
E.N. CENTRAL,2018,14,1614,,4720,,5354,,49034,,66313,,,-,1,,4,,11,,14,,,
ALASKA,2018,14,,-,111,,161,,64,,1513,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2018,14,58,,240,,465,,2209,,3498,,,-,0,,3,,10,,1,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGIN ISL.,2018,14,,-,9,,21,,,-,161,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2018,14,293,,533,,639,,6204,,7669,,,-,0,,1,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2018,14,277,,684,,846,,8853,,9394,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2018,14,195,,964,,1178,,9751,,13622,,,-,0,,2,,6,,7,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2018,14,374,,635,,1243,,6869,,6040,,,-,0,,2,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2018,14,28,,63,,80,,794,,780,,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2018,14,601,,1177,,1327,,14787,,16657,,,-,0,,4,,5,,5,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2018,14,,-,542,,954,,3995,,8196,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2018,14,923,,895,,1692,,11911,,11000,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2018,14,,-,295,,408,,223,,4327,,,-,3,,10,,6,,37,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2018,14,633,,785,,1630,,9056,,8738,,157,,142,,315,,2652,,1482,,"ARIZONA
(34.869712, -111.760902)",
IOWA,2018,14,,-,258,,338,,3161,,3660,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2018,14,507,,437,,738,,4590,,3168,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2018,14,11,,76,,102,,731,,1232,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2018,14,10,,441,,550,,2494,,6336,,,-,1,,5,,21,,14,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2018,14,627,,595,,2152,,5896,,8453,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
TEXAS,2018,14,2355,,2820,,3668,,30865,,41677,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
W.N. CENTRAL,2018,14,637,,1884,,2233,,21393,,26423,,,-,2,,6,,28,,23,,,
KENTUCKY,2018,14,,-,349,,464,,1227,,5378,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2018,14,63,,90,,130,,976,,1378,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
HAWAII,2018,14,,-,134,,169,,1432,,1812,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2018,14,77,,77,,136,,1158,,1801,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CALIFORNIA,2018,14,367,,4265,,4750,,53648,,59017,,11,,106,,194,,843,,1047,,"CALIFORNIA
(37.640735, -121.002435)",
E.S. CENTRAL,2018,14,762,,1963,,2771,,18605,,26620,,,-,0,,1,,,-,1,,,
WASHINGTON,2018,14,567,,598,,838,,6763,,8992,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2018,14,1116,,2030,,2409,,25586,,25127,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2018,14,,-,93,,154,,1194,,1428,,,-,0,,3,,1,,3,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2018,14,,-,19,,41,,,-,588,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2018,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DELAWARE,2018,14,,-,101,,155,,1256,,1564,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2018,14,389,,637,,830,,9005,,8555,,,-,0,,2,,6,,7,,"MISSOURI
(38.636168, -92.566292)",
NEW ENGLAND,2018,14,211,,1004,,1709,,9483,,15604,,,-,0,,1,,1,,1,,,
CALIFORNIA,2018,15,467,,4277,,4759,,58264,,63060,,16,,106,,194,,873,,1103,,"CALIFORNIA
(37.640735, -121.002435)",
E.S. CENTRAL,2018,15,289,,1929,,2771,,18894,,28202,,,-,0,,1,,,-,1,,,
CONNECTICUT,2018,15,1,,174,,1072,,15,,3880,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ILLINOIS,2018,15,,-,1358,,1623,,9915,,20581,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2018,15,317,,648,,891,,9010,,9641,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
AMER. SAMOA,2018,15,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
ALASKA,2018,15,,-,110,,161,,64,,1644,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
IDAHO,2018,15,,-,116,,181,,1115,,1756,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OHIO,2018,15,625,,1177,,1327,,16107,,17791,,1,,0,,4,,6,,5,,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2018,15,,-,1218,,1337,,11676,,18393,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
DELAWARE,2018,15,,-,101,,155,,1256,,1666,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
IOWA,2018,15,2,,259,,338,,3436,,3909,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
C.N.M.I.,2018,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
UNITED STATES,2018,15,15402,,32533,,35773,,391463,,483005,,193,,261,,467,,3761,,2791,,,
NORTH DAKOTA,2018,15,28,,63,,83,,853,,836,,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2018,15,4263,,6866,,8490,,82764,,97332,,1,,0,,2,,2,,3,,,
ALABAMA,2018,15,,-,542,,954,,3995,,8858,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2018,15,28,,72,,114,,1001,,1789,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
OKLAHOMA,2018,15,65,,319,,405,,3649,,5098,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2018,15,1524,,4706,,5354,,52402,,70619,,1,,1,,5,,14,,15,,,
MARYLAND,2018,15,402,,637,,1248,,7552,,6452,,1,,0,,2,,2,,3,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2018,15,37,,43,,79,,625,,518,,,-,0,,2,,1,,3,,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2018,15,70,,77,,136,,1228,,1873,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2018,15,193,,785,,1630,,9347,,9655,,175,,144,,315,,2805,,1567,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2018,15,578,,598,,838,,7341,,9660,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2018,15,403,,373,,545,,5811,,5257,,,-,0,,2,,5,,4,,"OREGON
(44.567912, -120.156945)",
MINNESOTA,2018,15,14,,441,,550,,3432,,6769,,,-,1,,5,,24,,16,,"MINNESOTA
(46.357661, -94.793397)",
NEW MEXICO,2018,15,46,,240,,465,,2372,,3730,,,-,0,,3,,10,,1,,"NEW MEXICO
(34.520396, -106.244402)",
W.S. CENTRAL,2018,15,3114,,4106,,5295,,47611,,61712,,,-,0,,3,,8,,2,,,
MICHIGAN,2018,15,215,,956,,1178,,10545,,14639,,,-,0,,2,,8,,8,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2018,15,83,,266,,314,,3581,,3837,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2018,15,335,,684,,846,,9489,,9994,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEBRASKA,2018,15,73,,164,,236,,2071,,2451,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2018,15,289,,676,,844,,9082,,10484,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2018,15,78,,89,,130,,1054,,1460,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2018,15,50,,91,,530,,794,,715,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW ENGLAND,2018,15,199,,1054,,2126,,9693,,16702,,,-,0,,1,,1,,1,,,
PUERTO RICO,2018,15,183,,98,,243,,1704,,2249,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2018,15,,-,581,,677,,6602,,8172,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSOURI,2018,15,347,,633,,830,,9547,,9177,,,-,0,,2,,6,,8,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2018,15,1163,,2030,,2409,,27538,,27070,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2018,15,2264,,2803,,3717,,34040,,43961,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2018,15,1135,,1088,,1275,,16068,,23159,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2018,15,648,,598,,2152,,6575,,8933,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2018,15,2,,136,,169,,1806,,1950,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2018,15,653,,682,,1389,,9362,,9069,,,-,0,,2,,5,,1,,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2018,15,350,,492,,790,,6829,,7731,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
DIST. OF COL.,2018,15,154,,167,,426,,2626,,2421,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGINIA,2018,15,1426,,792,,1605,,12242,,11417,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2018,15,,-,443,,738,,4590,,3237,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2018,15,,-,9,,21,,,-,169,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARKANSAS,2018,15,132,,228,,942,,560,,3584,,,-,0,,2,,3,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2018,15,933,,899,,1689,,12841,,11900,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
UTAH,2018,15,116,,187,,660,,2808,,3024,,,-,1,,4,,4,,21,,"UTAH
(39.359772, -111.584173)",
VERMONT,2018,15,,-,18,,41,,,-,602,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NEW YORK CITY,2018,15,871,,1415,,1599,,20102,,20940,,,N,0,,0,,,N,,N,,
GEORGIA,2018,15,442,,1231,,1416,,12298,,19191,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
MOUNTAIN,2018,15,742,,2259,,3081,,24662,,32568,,175,,149,,320,,2827,,1636,,,
NEVADA,2018,15,,-,293,,408,,372,,4649,,,-,3,,10,,6,,41,,"NEVADA
(39.491833, -117.070159)",
PACIFIC,2018,15,1450,,5508,,6047,,73286,,81571,,16,,106,,194,,878,,1107,,,
MONTANA,2018,15,,-,93,,154,,1194,,1505,,,-,0,,3,,1,,3,,"MONTANA
(47.062617, -109.430168)",
GUAM,2018,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2018,15,,-,74,,102,,731,,1327,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2018,15,367,,539,,639,,6825,,7967,,,-,0,,1,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
MID. ATLANTIC,2018,15,3274,,4071,,4511,,58500,,65993,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2018,15,547,,1889,,2234,,23651,,28306,,,-,2,,6,,31,,26,,,
KENTUCKY,2018,15,,-,345,,464,,1227,,5623,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2018,16,,-,73,,101,,732,,1410,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2018,16,188,,91,,532,,1002,,781,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2018,16,,-,107,,161,,64,,1781,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEVADA,2018,16,,-,290,,408,,372,,4965,,,-,3,,10,,7,,41,,"NEVADA
(39.491833, -117.070159)",
VIRGIN ISL.,2018,16,,-,9,,21,,,-,176,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2018,16,405,,646,,1250,,8570,,6953,,1,,0,,2,,3,,3,,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2018,16,13094,,32618,,35888,,420619,,516774,,204,,255,,458,,4229,,2741,,,
ALABAMA,2018,16,,-,535,,954,,3995,,9413,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2018,16,524,,596,,838,,7865,,10271,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2018,16,379,,373,,545,,6190,,5606,,,-,0,,2,,5,,4,,"OREGON
(44.567912, -120.156945)",
W.N. CENTRAL,2018,16,800,,1903,,2238,,25778,,30262,,,-,2,,8,,32,,29,,,
PACIFIC,2018,16,1191,,5516,,6059,,78484,,86703,,17,,106,,198,,1194,,928,,,
NEW MEXICO,2018,16,111,,237,,460,,2714,,4006,,,-,0,,3,,10,,1,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2018,16,,-,70,,114,,1001,,1859,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2018,16,,-,22,,48,,28,,616,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
S. ATLANTIC,2018,16,3085,,6933,,8481,,89196,,104382,,1,,0,,2,,3,,3,,,
INDIANA,2018,16,361,,647,,891,,9665,,10532,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
MONTANA,2018,16,35,,95,,154,,1521,,1567,,,-,0,,3,,2,,5,,"MONTANA
(47.062617, -109.430168)",
NEW YORK CITY,2018,16,,-,1416,,1599,,20231,,22345,,,N,0,,0,,,N,,N,,
HAWAII,2018,16,5,,137,,169,,1972,,2091,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2018,16,751,,603,,2106,,7351,,9315,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2018,16,28,,43,,79,,665,,554,,,-,0,,2,,1,,4,,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2018,16,976,,900,,1742,,13816,,12488,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
E.S. CENTRAL,2018,16,691,,1929,,2771,,19596,,30312,,,-,0,,1,,,-,1,,,
