REGION,YEAR,WEEK,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max† ","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis B, perinatal infection, Cum 2018†","Hepatitis B, perinatal infection, Cum 2018†, flag","Hepatitis C (viral, acute)§, Confirmed, Current week","Hepatitis C (viral, acute)§, Confirmed, Current week, flag","Hepatitis C (viral, acute), Confirmed, Previous 52 weeks Max","Hepatitis C (viral, acute)§, Previous 52 weeks Max† , flag","Hepatitis C (viral, acute)§, Confirmed, Cum 2019†","Hepatitis C (viral, acute)§, Confirmed, Cum 2019†, flag","Hepatitis C (viral, acute)§, Confirmed, Cum 2018†","Hepatitis C (viral, acute)§, Confirmed, Cum 2018†, flag","Hepatitis C (viral, acute)§,  Probable, Current week","Hepatitis C (viral, acute)§, Probable, Current week, flag","Hepatitis C (viral, acute)§, Probable, Previous 52 weeks Max† ","Hepatitis C (viral, acute)§, Probable, Previous 52 weeks Max† , flag","Hepatitis C (viral, acute)§, Probable, Cum 2019†","Hepatitis C (viral, acute)§, Probable, Cum 2019†, flag","Hepatitis C (viral, acute)§, Probable, Cum 2018†","Hepatitis C (viral, acute)§, Probable, Cum 2018†, flag",Location 1,Location 2,,,,
NEW MEXICO,2021,38,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20213854,POINT (-106.108388 34.421369),616,11
UTAH,2021,38,,-,0,,,-,,-,,-,7,,82,,82,,,-,8,,75,,36,,UTAH,,20213855,POINT (-111.678222 39.323779),900,13
WYOMING,2021,38,,-,0,,,-,,-,,-,1,,2,,,-,,-,0,,,-,,-,WYOMING,,20213856,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,38,,-,1,,2,,,-,,-,8,,105,,143,,,-,5,,36,,23,,,PACIFIC,20213857,,,
ALASKA,2021,38,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20213858,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,38,,-,1,,1,,,-,,-,2,,23,,54,,,-,4,,21,,9,,CALIFORNIA,,20213859,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213860,POINT (-157.854309 21.361013),1657,4
OREGON,2021,38,,-,0,,,-,,-,,-,3,,16,,17,,,-,1,,5,,4,,OREGON,,20213861,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,38,,-,1,,1,,,-,,-,6,,66,,71,,,-,2,,10,,10,,WASHINGTON,,20213862,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,38,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,,US TERRITORIES,20213863,,,
AMERICAN SAMOA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213864,,,
NORTHERN MARIANA ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213865,POINT (145.725693 15.1834),,
GUAM,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213866,POINT (144.653198 13.3532),,
PUERTO RICO,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20213867,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,VIRGIN ISLANDS,,20213868,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213869,,,
TOTAL,2021,38,,-,3,,11,,9,,14,,259,,2782,,3645,,2,,40,,755,,893,,,TOTAL,20213870,,,
US RESIDENTS,2021,39,,-,3,,8,,9,,15,,260,,2878,,3650,,14,,40,,795,,912,,,US RESIDENTS,20213901,,,
NEW ENGLAND,2021,39,,-,1,,1,,,-,,-,8,,121,,268,,,-,4,,34,,60,,,NEW ENGLAND,20213902,,,
CONNECTICUT,2021,39,,-,0,,,-,,-,,-,2,,12,,10,,,-,0,,,-,,-,CONNECTICUT,,20213903,POINT (-72.738288 41.575155),1043,24
MAINE,2021,39,,-,1,,1,,,-,,-,7,,97,,121,,,-,4,,26,,37,,MAINE,,20213904,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,39,,-,0,,,-,,-,,-,5,,9,,131,,,-,1,,,-,7,,MASSACHUSETTS,,20213905,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,39,,-,0,,,-,,-,,-,1,,3,,5,,,-,1,,8,,16,,NEW HAMPSHIRE,,20213906,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,39,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20213907,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,39,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,VERMONT,,20213908,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,39,,-,1,,1,,1,,,-,187,,394,,444,,,-,7,,22,,20,,,MIDDLE ATLANTIC,20213909,,,
NEW JERSEY,2021,39,,-,0,,,-,,-,,-,4,,56,,91,,,-,1,,1,,5,,NEW JERSEY,,20213910,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,39,,-,1,,1,,,-,,-,25,,69,,109,,,-,7,,21,,15,,NEW YORK,,20213911,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,39,,-,0,,,-,,-,,-,180,,180,,130,,,-,0,,,-,,-,,NEW YORK CITY,20213912,,,
PENNSYLVANIA,2021,39,,-,0,,,-,1,,,-,9,,89,,114,,,-,0,,,-,,-,PENNSYLVANIA,,20213913,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,39,,-,1,,2,,2,,,-,36,,374,,655,,,-,7,,73,,100,,,EAST NORTH CENTRAL,20213914,,,
ILLINOIS,2021,39,,-,0,,,-,,-,,-,8,,98,,152,,,-,2,,14,,18,,ILLINOIS,,20213915,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,39,,-,1,,,-,,-,,-,18,,119,,186,,,-,5,,24,,12,,INDIANA,,20213916,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,39,,-,0,,,-,,-,,-,5,,72,,87,,,-,2,,13,,19,,MICHIGAN,,20213917,POINT (-85.730977 44.874798),1262,50
OHIO,2021,39,,-,1,,2,,1,,,-,7,,52,,157,,,-,2,,21,,48,,OHIO,,20213918,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,39,,-,0,,,-,1,,,-,4,,33,,73,,,-,1,,1,,3,,WISCONSIN,,20213919,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,39,,-,0,,,-,,-,,-,7,,66,,90,,,-,1,,5,,8,,,WEST NORTH CENTRAL,20213920,,,
IOWA,2021,39,,-,0,,,-,,-,,-,2,,12,,11,,,-,0,,,-,,-,IOWA,,20213921,POINT (-93.500061 42.074659),299,16
KANSAS,2021,39,,-,0,,,-,,-,,-,1,,1,,8,,,-,1,,3,,2,,KANSAS,,20213922,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,39,,-,0,,,-,,-,,-,5,,33,,43,,,-,1,,2,,2,,MINNESOTA,,20213923,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,39,,-,0,,,-,,-,,-,1,,5,,20,,,-,0,,,-,,-,MISSOURI,,20213924,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,39,,-,0,,,-,,-,,-,2,,8,,4,,,-,0,,,-,2,,NEBRASKA,,20213925,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213926,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,39,,-,0,,,-,,-,,-,2,,7,,4,,,-,1,,,-,2,,SOUTH DAKOTA,,20213927,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,39,,-,2,,2,,3,,14,,118,,1027,,1361,,4,,26,,293,,440,,,SOUTH ATLANTIC,20213928,,,
DELAWARE,2021,39,,-,0,,,-,,-,,-,4,,47,,40,,,-,1,,1,,1,,DELAWARE,,20213929,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,39,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213930,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,39,,-,0,,,-,,-,14,,115,,846,,1031,,4,,23,,232,,289,,FLORIDA,,20213931,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,39,,-,0,,,-,1,,,-,5,,40,,85,,,-,3,,30,,64,,GEORGIA,,20213932,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,39,,-,0,,,-,1,,,-,4,,36,,36,,,-,1,,4,,9,,MARYLAND,,20213933,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,39,,-,1,,1,,,-,,-,3,,17,,56,,,-,2,,5,,19,,NORTH CAROLINA,,20213934,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,39,,-,0,,,-,,-,,-,1,,2,,4,,,-,1,,2,,2,,SOUTH CAROLINA,,20213935,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,39,,-,1,,1,,1,,,-,3,,15,,26,,,-,3,,12,,16,,VIRGINIA,,20213936,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,39,,-,1,,,-,,-,,-,4,,24,,83,,,-,1,,7,,40,,WEST VIRGINIA,,20213937,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,39,,-,1,,,-,,-,,-,20,,263,,316,,4,,10,,209,,154,,,EAST SOUTH CENTRAL,20213938,,,
ALABAMA,2021,39,,-,1,,,-,,-,,-,4,,3,,34,,,-,2,,12,,4,,ALABAMA,,20213939,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,39,,-,0,,,-,,-,,-,16,,148,,118,,,-,7,,93,,91,,KENTUCKY,,20213940,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,39,,-,0,,,-,,-,,-,2,,4,,38,,3,,4,,36,,17,,MISSISSIPPI,,20213941,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,39,,-,0,,,-,,-,,-,7,,108,,126,,1,,6,,68,,42,,TENNESSEE,,20213942,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,39,,-,0,,,-,3,,1,,193,,415,,256,,3,,14,,38,,63,,,WEST SOUTH CENTRAL,20213943,,,
ARKANSAS,2021,39,,-,0,,,-,,-,,-,5,,27,,44,,1,,8,,20,,43,,ARKANSAS,,20213944,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,39,,-,0,,,-,2,,1,,191,,366,,196,,,-,1,,2,,2,,LOUISIANA,,20213945,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,39,,-,0,,,-,,-,,-,9,,11,,6,,2,,11,,12,,5,,OKLAHOMA,,20213946,POINT (-97.508297 35.583449),712,20
TEXAS,2021,39,,-,0,,,-,1,,,-,3,,11,,10,,,-,2,,4,,13,,TEXAS,,20213947,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,39,,-,0,,,-,,-,,-,7,,106,,116,,3,,9,,84,,42,,,MOUNTAIN,20213948,,,
ARIZONA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20213949,POINT (-111.664616 34.293239),987,7
COLORADO,2021,39,,-,0,,,-,,-,,-,1,,2,,10,,,-,1,,1,,,-,COLORADO,,20213950,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,39,,-,0,,,-,,-,,-,0,,,-,2,,,-,0,,,-,1,,IDAHO,,20213951,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,39,,-,0,,,-,,-,,-,3,,16,,12,,1,,1,,5,,1,,MONTANA,,20213952,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,39,,-,0,,,-,,-,,-,1,,2,,9,,,-,0,,,-,4,,NEVADA,,20213953,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,39,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20213954,POINT (-106.108388 34.421369),616,11
UTAH,2021,39,,-,0,,,-,,-,,-,7,,84,,82,,2,,8,,78,,36,,UTAH,,20213955,POINT (-111.678222 39.323779),900,13
WYOMING,2021,39,,-,0,,,-,,-,,-,1,,2,,,-,,-,0,,,-,,-,WYOMING,,20213956,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,39,,-,1,,2,,,-,,-,8,,112,,144,,,-,5,,37,,25,,,PACIFIC,20213957,,,
ALASKA,2021,39,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20213958,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,39,,-,1,,1,,,-,,-,2,,23,,54,,,-,4,,21,,9,,CALIFORNIA,,20213959,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213960,POINT (-157.854309 21.361013),1657,4
OREGON,2021,39,,-,0,,,-,,-,,-,3,,17,,18,,,-,1,,5,,5,,OREGON,,20213961,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,39,,-,1,,1,,,-,,-,6,,72,,71,,,-,2,,11,,11,,WASHINGTON,,20213962,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,39,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,,US TERRITORIES,20213963,,,
AMERICAN SAMOA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213964,,,
NORTHERN MARIANA ISLANDS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213965,POINT (145.725693 15.1834),,
GUAM,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213966,POINT (144.653198 13.3532),,
PUERTO RICO,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20213967,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,39,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,VIRGIN ISLANDS,,20213968,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213969,,,
TOTAL,2021,39,,-,3,,8,,9,,15,,260,,2878,,3651,,14,,40,,795,,912,,,TOTAL,20213970,,,
US RESIDENTS,2021,40,,-,3,,8,,8,,16,,268,,2926,,3797,,5,,40,,803,,954,,,US RESIDENTS,20214001,,,
NEW ENGLAND,2021,40,,-,1,,1,,,-,,-,7,,123,,276,,,-,4,,34,,61,,,NEW ENGLAND,20214002,,,
CONNECTICUT,2021,40,,-,0,,,-,,-,,-,2,,12,,10,,,-,0,,,-,,-,CONNECTICUT,,20214003,POINT (-72.738288 41.575155),1043,24
MAINE,2021,40,,-,1,,1,,,-,,-,7,,99,,124,,,-,4,,26,,37,,MAINE,,20214004,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,40,,-,0,,,-,,-,,-,3,,9,,136,,,-,0,,,-,8,,MASSACHUSETTS,,20214005,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,40,,-,0,,,-,,-,,-,1,,3,,5,,,-,1,,8,,16,,NEW HAMPSHIRE,,20214006,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,40,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20214007,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,40,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,VERMONT,,20214008,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,40,,-,1,,1,,,-,,-,187,,400,,455,,,-,7,,22,,21,,,MIDDLE ATLANTIC,20214009,,,
NEW JERSEY,2021,40,,-,0,,,-,,-,,-,4,,56,,93,,,-,1,,1,,5,,NEW JERSEY,,20214010,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,40,,-,1,,1,,,-,,-,25,,69,,114,,,-,7,,21,,16,,NEW YORK,,20214011,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,40,,-,0,,,-,,-,,-,180,,180,,137,,,-,0,,,-,,-,,NEW YORK CITY,20214012,,,
PENNSYLVANIA,2021,40,,-,0,,,-,,-,,-,9,,95,,111,,,-,0,,,-,,-,PENNSYLVANIA,,20214013,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,40,,-,1,,2,,2,,,-,29,,382,,691,,,-,7,,72,,104,,,EAST NORTH CENTRAL,20214014,,,
ILLINOIS,2021,40,,-,0,,,-,,-,,-,8,,98,,156,,,-,2,,13,,18,,ILLINOIS,,20214015,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,40,,-,1,,,-,,-,,-,16,,121,,204,,,-,5,,25,,16,,INDIANA,,20214016,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,40,,-,0,,,-,,-,,-,5,,74,,92,,,-,2,,12,,19,,MICHIGAN,,20214017,POINT (-85.730977 44.874798),1262,50
OHIO,2021,40,,-,1,,2,,1,,,-,7,,56,,163,,,-,2,,21,,48,,OHIO,,20214018,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,40,,-,0,,,-,1,,,-,4,,33,,76,,,-,1,,1,,3,,WISCONSIN,,20214019,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,40,,-,0,,,-,,-,1,,7,,68,,93,,,-,1,,5,,9,,,WEST NORTH CENTRAL,20214020,,,
IOWA,2021,40,,-,0,,,-,,-,1,,2,,14,,12,,,-,0,,,-,,-,IOWA,,20214021,POINT (-93.500061 42.074659),299,16
KANSAS,2021,40,,-,0,,,-,,-,,-,1,,1,,8,,,-,1,,3,,2,,KANSAS,,20214022,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,40,,-,0,,,-,,-,,-,5,,33,,44,,,-,1,,2,,3,,MINNESOTA,,20214023,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,40,,-,0,,,-,,-,,-,1,,5,,21,,,-,0,,,-,,-,MISSOURI,,20214024,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,40,,-,0,,,-,,-,,-,2,,8,,4,,,-,0,,,-,2,,NEBRASKA,,20214025,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214026,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,40,,-,0,,,-,,-,,-,2,,7,,4,,,-,1,,,-,2,,SOUTH DAKOTA,,20214027,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,40,,-,2,,2,,3,,7,,118,,1036,,1407,,1,,18,,296,,466,,,SOUTH ATLANTIC,20214028,,,
DELAWARE,2021,40,,-,0,,,-,,-,3,,4,,50,,40,,,-,1,,1,,1,,DELAWARE,,20214029,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,40,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214030,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,40,,-,0,,,-,,-,2,,115,,848,,1070,,,-,16,,232,,312,,FLORIDA,,20214031,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,40,,-,0,,,-,1,,,-,5,,41,,88,,,-,3,,31,,65,,GEORGIA,,20214032,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,40,,-,0,,,-,1,,1,,4,,37,,39,,,-,1,,4,,9,,MARYLAND,,20214033,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,40,,-,1,,1,,,-,,-,3,,17,,56,,,-,2,,5,,20,,NORTH CAROLINA,,20214034,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,40,,-,0,,,-,,-,,-,1,,2,,4,,,-,1,,2,,2,,SOUTH CAROLINA,,20214035,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,40,,-,1,,1,,1,,1,,4,,17,,26,,1,,3,,14,,17,,VIRGINIA,,20214036,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,40,,-,1,,,-,,-,,-,4,,24,,84,,,-,1,,7,,40,,WEST VIRGINIA,,20214037,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,40,,-,1,,,-,,-,1,,20,,265,,329,,1,,10,,214,,158,,,EAST SOUTH CENTRAL,20214038,,,
ALABAMA,2021,40,,-,1,,,-,,-,,-,4,,3,,36,,,-,3,,16,,4,,ALABAMA,,20214039,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,40,,-,0,,,-,,-,1,,16,,150,,121,,,-,7,,93,,93,,KENTUCKY,,20214040,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,40,,-,0,,,-,,-,,-,2,,4,,39,,1,,4,,37,,18,,MISSISSIPPI,,20214041,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,40,,-,0,,,-,,-,,-,7,,108,,133,,,-,6,,68,,43,,TENNESSEE,,20214042,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,40,,-,0,,,-,3,,7,,201,,431,,279,,2,,14,,41,,66,,,WEST SOUTH CENTRAL,20214043,,,
ARKANSAS,2021,40,,-,0,,,-,,-,,-,5,,28,,49,,,-,8,,20,,46,,ARKANSAS,,20214044,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,40,,-,0,,,-,2,,6,,199,,380,,214,,,-,1,,2,,2,,LOUISIANA,,20214045,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,40,,-,0,,,-,,-,1,,9,,12,,6,,2,,11,,14,,5,,OKLAHOMA,,20214046,POINT (-97.508297 35.583449),712,20
TEXAS,2021,40,,-,0,,,-,1,,,-,3,,11,,10,,,-,2,,5,,13,,TEXAS,,20214047,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,40,,-,0,,,-,,-,,-,7,,107,,117,,,-,9,,84,,42,,,MOUNTAIN,20214048,,,
ARIZONA,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20214049,POINT (-111.664616 34.293239),987,7
COLORADO,2021,40,,-,0,,,-,,-,,-,1,,2,,10,,,-,1,,1,,,-,COLORADO,,20214050,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,40,,-,0,,,-,,-,,-,0,,,-,2,,,-,0,,,-,1,,IDAHO,,20214051,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,40,,-,0,,,-,,-,,-,3,,16,,12,,,-,1,,5,,1,,MONTANA,,20214052,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,40,,-,0,,,-,,-,,-,1,,2,,9,,,-,0,,,-,4,,NEVADA,,20214053,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,40,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20214054,POINT (-106.108388 34.421369),616,11
UTAH,2021,40,,-,0,,,-,,-,,-,7,,85,,83,,,-,8,,78,,36,,UTAH,,20214055,POINT (-111.678222 39.323779),900,13
WYOMING,2021,40,,-,0,,,-,,-,,-,1,,2,,,-,,-,0,,,-,,-,WYOMING,,20214056,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,40,,-,1,,2,,,-,,-,8,,114,,150,,1,,4,,35,,27,,,PACIFIC,20214057,,,
ALASKA,2021,40,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20214058,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,40,,-,1,,1,,,-,,-,3,,22,,56,,,-,4,,18,,11,,CALIFORNIA,,20214059,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214060,POINT (-157.854309 21.361013),1657,4
OREGON,2021,40,,-,0,,,-,,-,,-,3,,18,,18,,1,,1,,6,,5,,OREGON,,20214061,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,40,,-,1,,1,,,-,,-,6,,74,,75,,,-,2,,11,,11,,WASHINGTON,,20214062,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,40,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,,US TERRITORIES,20214063,,,
AMERICAN SAMOA,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214064,,,
NORTHERN MARIANA ISLANDS,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214065,POINT (145.725693 15.1834),,
GUAM,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214066,POINT (144.653198 13.3532),,
PUERTO RICO,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20214067,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,40,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,VIRGIN ISLANDS,,20214068,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214069,,,
TOTAL,2021,40,,-,3,,8,,8,,16,,268,,2926,,3798,,5,,40,,803,,954,,,TOTAL,20214070,,,
US RESIDENTS,2021,41,,-,3,,9,,10,,7,,270,,2981,,3808,,1,,40,,814,,967,,,US RESIDENTS,20214101,,,
NEW ENGLAND,2021,41,,-,1,,1,,,-,,-,7,,126,,283,,,-,4,,34,,64,,,NEW ENGLAND,20214102,,,
CONNECTICUT,2021,41,,-,0,,,-,,-,,-,2,,15,,10,,,-,0,,,-,,-,CONNECTICUT,,20214103,POINT (-72.738288 41.575155),1043,24
MAINE,2021,41,,-,1,,1,,,-,,-,7,,99,,128,,,-,4,,26,,40,,MAINE,,20214104,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,41,,-,0,,,-,,-,,-,3,,9,,138,,,-,0,,,-,8,,MASSACHUSETTS,,20214105,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,41,,-,0,,,-,,-,,-,1,,3,,6,,,-,1,,8,,16,,NEW HAMPSHIRE,,20214106,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,41,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20214107,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,41,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,VERMONT,,20214108,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,41,,-,1,,1,,,-,3,,187,,427,,470,,,-,7,,26,,21,,,MIDDLE ATLANTIC,20214109,,,
